Name,URL,Price,Rating
"Dell Inspiron 5000 15"" FHD Anti-Glare, 7th Gen Intel Core i3 Processor, 8GB RAM, 1TB Hard Drive, HD graphics 620, Platinum Silver - i5570-3613SLV-PUS",/Dell-Inspiron-Anti-Glare-Processor-graphics/dp/B07BMYKYJP/ref=sr_1_69?keywords=dell+laptop&qid=1564683545&s=gateway&sr=8-69,"520
.",
"Dell Inspiron 5481 2-in-1 Laptop, 14.0"" HD (1366 x 768) Touchscreen, 8th Gen Intel Core i3-8145U, 4GB DDR4, 128GB Solid State Drive, Windows 10 Home",/Dell-Inspiron-5481-Touchscreen-i3-8145U/dp/B07KY83DPV/ref=sr_1_70?keywords=dell+laptop&qid=1564683545&s=gateway&sr=8-70,"440
.",
"Dell I3565-A453BLK-PUS Laptop (Windows 10 Home, AMD Dual-Core A6-9220, 15.6"" LCD Screen, Storage: 500 GB, RAM: 4 GB) Black",/Dell-I3565-A453BLK-PUS-Windows-Dual-Core-A6-9220/dp/B07BLPHRX9/ref=sr_1_71?keywords=dell+laptop&qid=1564683545&s=gateway&sr=8-71,"272
.",
"2018 Dell Inspiron 17 5000 5770 17.3in Full HD (1920x1080) Laptop - 8th Gen Intel Quad-Core i7-8550U, 16GB DDR4, 2TB HDD, AMD Radeon 530, HDMI, USB 3.1, RJ45, Windows 10 -Silver (Renewed)",/2018-Dell-Inspiron-5770-Laptop/dp/B07L6QM2NX/ref=sr_1_72?keywords=dell+laptop&qid=1564683545&s=gateway&sr=8-72,"769
.",
"2019 New Dell Inspiron 17 PC Laptop: 17.3 Inch FHD(1980x1080) Non-Touch IPS Display, Intel CPU-i3-7020u, 8GB RAM, 1TB HDD, WiFi, Bluetooth, HDMI, Webcam, DVDRW, Windows 10",/2019-Dell-Inspiron-17-Laptop/dp/B07R3H3PL3/ref=sr_1_73?keywords=dell+laptop&qid=1564683545&s=gateway&sr=8-73,"649
.",
"Dell Latitude E7240 12.5in Ultrabook, Intel Core i5-4300U Dual-Core, 128GB Solid State Drive, 8GB DDR3, 802.11n, Win10Pro (Renewed)",/Dell-Latitude-Ultrabook-i5-4300U-Dual-Core/dp/B0746KNZWY/ref=sr_1_74?keywords=dell+laptop&qid=1564683545&s=gateway&sr=8-74,"203
.",
"2019 Dell Inspiron 5570 15.6"" FHD Touchscreen Laptop, Intel Quad Core i7-8550U, 16GB DDR4 Memory, 128GB SSD Boot + 1TB HDD, Backlit Keyboard, DVD-RW, MaxxAudio, WiFi, HDMI, Card Reader, Windows 10",/Dell-Inspiron-Touchscreen-i7-8550U-MaxxAudio/dp/B07QK8K1DF/ref=sr_1_77?keywords=dell+laptop&qid=1564683545&s=gateway&sr=8-77,"839
.",
"Dell Inspiron 17 5000 Series 5770 17.3"" Full HD Laptop - 8th Gen Intel Core i7-8550U Processor up to 4.0 GHz, 16GB Memory, 256GB SSD + 2TB HDD, 4GB AMD Radeon 530 Graphics (Windows 10 Home)",/Dell-Inspiron-17-5000-Laptop/dp/B07BRD86VH/ref=sr_1_78?keywords=dell+laptop&qid=1564683545&s=gateway&sr=8-78,"1,054
.",
"2019 Dell Inspiron 5000 Series 15.6"" FHD Touchscreen LED-Backlit Laptop | Intel Quad Core i7-8550U | 12GB DDR4 RAM | 512GB SSD Boot + 1TB HDD | USB 3.1 | DVD-RW | HDMI | MaxxAudio Pro | Windows 10",/Dell-Inspiron-Touchscreen-LED-Backlit-MaxxAudio/dp/B07SBVTSQ7/ref=sr_1_79?keywords=dell+laptop&qid=1564683545&s=gateway&sr=8-79,"799
.",
"2018 Dell Latitude E7440 14.1” Flagship Business Ultrabook Laptop Computer, Intel Core i7-4600U up to 3.3GHz, 8GB RAM, 256GB SSD, Bluetooth 4.0, HDMI, Windows 10 Professional (Renewed)",/Dell-Latitude-E7440-Professional-Refurbished/dp/B0799HPMFT/ref=sr_1_80?keywords=dell+laptop&qid=1564683545&s=gateway&sr=8-80,"312
.",
"Dell Inspiron 13 5000 2-in-1 - 13.3"" FHD Touch - 8th Gen Intel i5-8250U - 8GB Memory - 256GB SSD - Intel UHD Graphics 620 - Theoretical Gray - i5379-5893GRY-PUS",/Dell-Inspiron-5000-Theoretical-i5379-5893GRY-PUS/dp/B0764LNTCZ/ref=sr_1_81?keywords=dell+laptop&qid=1564683545&s=gateway&sr=8-81,"758
.",
"2019 DELL VOSTRO 5568 15.6” Full HD, Intel Core i7-7500U, 8GB RAM, DDR4, 2400MHz, 256GB SSD, NVIDIA GeForce 940MX 4GB GDDR5, 3165AC Card, Bluetooth 4.2, Windows 10",/5568-i7-7500U-2400MHz-GeForce-Bluetooth/dp/B07PKRRL33/ref=sr_1_82?keywords=dell+laptop&qid=1564683545&s=gateway&sr=8-82,"691
.",
Dell Latitude E6520 Intel i7-2720QM 2.20GHz 8GB RAM 240GB SSD Win 10 Pro Webcam (Renewed),/Dell-E6520-i7-2620m-Certified-Refurbished/dp/B078SH948C/ref=sr_1_83?keywords=dell+laptop&qid=1564683545&s=gateway&sr=8-83,"247
.",
Dell Inspiron 15|AMD Ryzen 5 2500U Mobile Proc W/Radeon Vega 8 Graphics|8Gb|256Gb|15.6-Inch FHD (1920 X 1080),/Dell-Inspiron-Mobile-Graphics-15-6-Inch/dp/B07QD3728H/ref=sr_1_84?keywords=dell+laptop&qid=1564683545&s=gateway&sr=8-84,"576
.",
"Dell Inspiron 11.6"" HD 2-in-1 Touchscreen LED-Backlit Laptop/Tablet, AMD A9-9420e 2.6GHz, 8GB DDR4, 500GB HDD, AMD Radeon R5, Waves MaxxAudio Pro, Webcam, Bluetooth, HDMI, USB 3.1, Windows 10",/Dell-Inspiron-Touchscreen-LED-Backlit-MaxxAudio/dp/B07S8S47KB/ref=sr_1_83?keywords=dell+laptop&qid=1564683548&s=gateway&sr=8-83,"329
.",
"Dell Inspiron 15.6-inch HD Display Laptop PC, Intel Core i3-7130U 2.7GHz Processor, 8GB DDR4, 128GB SSD, Stereo Speakers, WiFi, Bluetooth, MaxxAudio, HDMI, No DVD, Intel HD Graphics 620, Windows 10",/Dell-Inspiron-15-6-inch-Processor-Bluetooth/dp/B07H9L93KW/ref=sr_1_84?keywords=dell+laptop&qid=1564683548&s=gateway&sr=8-84,"374
.",4.2 out of 5 stars
"Dell Latitude E6430 Laptop WEBCAM - HDMI - Intel Core i5 2.6ghz - 8GB DDR3 - 500GB - DVD - Windows 10 Pro 64bit - (Certified Refurbished), Gray",/Dell-Latitude-E6430-Laptop-WEBCAM/dp/B01M31QNF2/ref=sr_1_85?keywords=dell+laptop&qid=1564683548&s=gateway&sr=8-85,"226
.",
"tomtoc 360 Protective Laptop Shoulder Bag for 15.6 Inch Acer Aspire 3/5/7 Laptop, HP Pavilion 15.6, Dell Inspiron 15 3000, 15.6 ASUS ROG Zephyrus and ASUS Lenovo Samsung 15 Inch Notebook",/tomtoc-CornerArmor-Protective-Compatible-Chromebook/dp/B071RQ7M4K/ref=sr_1_86?keywords=dell+laptop&qid=1564683548&s=gateway&sr=8-86,"30
.",
"Dell ChromeBook 11.6 Inch HD (1366 x 768) Laptop NoteBook PC, Intel Celeron N2840, Camera, HDMI, WIFI, USB 3.0, SD Card Reader (Renewed)",/Dell-ChromeBook-NoteBook-Certified-Refurbished/dp/B07781S5L5/ref=sr_1_87?keywords=dell+laptop&qid=1564683548&s=gateway&sr=8-87,"94
.",
"Dell Gaming Laptop G5587-5859BLK-PUS G5 - 15.6"" LED Anti-Glare Display - 8th Gen Intel i5 Processor - 8GB Memory - 128GB SSD+1TB HDD - NVIDIA GeForce GTX 1060 6GB, Licorice",/Dell-Gaming-Laptop-G5587-5859BLK-PUS-Anti-Glare/dp/B07CD3MRZD/ref=sr_1_88?keywords=dell+laptop&qid=1564683548&s=gateway&sr=8-88,"799
.",
"2018 Dell Inspiron 15 5000 15.6-inch Touchscreen FHD 1080p Premium Laptop, Intel Quad Core i5-8250U Processor, 12GB RAM, 1TB Hard Drive, DVD Writer, Backlit Keyboard, Bluetooth, Blue",/Dell-Inspiron-5000-15-6-inch-Touchscreen/dp/B07DMJGV9W/ref=sr_1_89?keywords=dell+laptop&qid=1564683548&s=gateway&sr=8-89,"569
.",
JETech 2.4Ghz Wireless Mobile Optical Mouse with 3 CPI Levels and USB Wireless Receiver (0770),/JETech-2-4Ghz-Wireless-Optical-Receiver/dp/B00M48154Q/ref=sr_1_90?keywords=dell+laptop&qid=1564683548&s=gateway&sr=8-90,"8
.",4.2 out of 5 stars
"DELL Latitude E5450 14in Laptop, Core i5-5300U 2.3GHz, 8GB Ram, 128GB SSD, Windows 10 Pro 64bit (Renewed)",/Latitude-i5-5300U-Windows-Certified-Refurbished/dp/B07HCR4QMM/ref=sr_1_93?keywords=dell+laptop&qid=1564683548&s=gateway&sr=8-93,"234
.",
"2018 Dell Inspiron 15.6"" Full HD IPS Touchscreen Business Laptop, Intel Quad-Core i5-8250U up to 3.4GHz 12GB DDR4 1TB HDD DVDRW MaxxAudio Pro 802.11ac Bluetooth Backlit Keyboard Win 10",/Dell-Touchscreen-Quad-Core-MaxxAudio-Bluetooth/dp/B078F68YJ8/ref=sr_1_94?keywords=dell+laptop&qid=1564683548&s=gateway&sr=8-94,"560
.",
"Dell Latitiude 3340 13.3inch Laptop, Core i3-4005U 1.7GHz, 4GB RAM, 128GB Solid State Drive, Windows 10 Professional (Renewed)",/Dell-Latitiude-3340-i3-4005U-Win10P64/dp/B07K1K6CYW/ref=sr_1_95?keywords=dell+laptop&qid=1564683548&s=gateway&sr=8-95,"197
.",
"Dell LAT E6420 Laptop, Core i5-2520m, 2.5 GHz, 128 SSD, Windows 10 Professional, Black (Renewed)",/Dell-E6420-i5-2520m-Windows-Professional/dp/B01GGNEYPQ/ref=sr_1_96?keywords=dell+laptop&qid=1564683548&s=gateway&sr=8-96,"189
.",
"PC Wizard - Automatic Drivers Recovery Restore Update for Dell Latitude Laptops on DVD Disc - Supports Windows 10, 8.1, 7, Vista, XP (32-bit & 64-bit) - Supports All Hardware Devices",/PC-Wizard-Automatic-Recovery-Latitude/dp/B01M8EZV4T/ref=sr_1_97?keywords=dell+laptop&qid=1564683548&s=gateway&sr=8-97,,
"Dell Latitude E5440 14 Inch Business High Performance Laptop Intel Dual-Core i5-4300U up to 2.9GHz, 8GB RAM, 320GB HDD, Windows 10 Professional (Renewed) (i5-4300U | 8GB)",/Dell-Latitude-E5440-Performance-Professional/dp/B079K1SLYQ/ref=sr_1_98?keywords=dell+laptop&qid=1564683548&s=gateway&sr=8-98,"179
.",
"Dell Inspiron 15 5000 Series 15.6"" Touchscreen Laptop - Intel Core i3 - 1080p, 12GB Memory, 1TB Hard Drive, HDMI Bluetooth MaxxAudio, Windows OS Blue",/Dell-Inspiron-5000-Touchscreen-Laptop/dp/B07R9QTX1K/ref=sr_1_99?keywords=dell+laptop&qid=1564683548&s=gateway&sr=8-99,"489
.",
"Dell Inspiron 11.6"" HD Anti-Glare LED-Backlit Laptop, AMD A6-9220e 1.6GHz up to 2.4GHz, 4GB DDR4, 32GB eMMC, AMD Radeon R4, Webcam, WiFi, Bluetooth, HDMI, Windows 10, Bali Blue",/Dell-Inspiron-Anti-Glare-LED-Backlit-Bluetooth/dp/B07QDXF82F/ref=sr_1_100?keywords=dell+laptop&qid=1564683548&s=gateway&sr=8-100,"219
.",4.0 out of 5 stars
"2019 Newest Dell Inspiron 5570 15.6 Inch Full HD Touchscreen Display Backlit Keyboard Laptop, Intel Quad Core i7-8550U, 16GB DDR4, 128GB SSD (Boot) + 1TB HDD, DVD-RW, WiFi, HDMI, Windows 10 Home",/Dell-Inspiron-Touchscreen-Keyboard-i7-8550U/dp/B07S9VKRJL/ref=sr_1_99?keywords=dell+laptop&qid=1564683552&s=gateway&sr=8-99,"849
.",
"Dell Latitude E7240 12.5in Business Laptop, Intel Core i5-4300U, 8GB DDR3L RAM, 256GB SSD, Windows 10 Professional (Renewed)",/Dell-Latitude-Business-i5-4300U-Professional/dp/B074VCWBH5/ref=sr_1_100?keywords=dell+laptop&qid=1564683552&s=gateway&sr=8-100,"259
.",3.8 out of 5 stars
"2018 Dell Latitude E7240 12.5in HD Laptop Computer, Intel Core i5-4300U up to 3.0GHz, 8GB RAM, 256GB SSD, HDMI, WiFi 802.11ac, USB 3.0, Bluetooth 4.0, Windows 10 Professional (Renewed)",/Dell-Latitude-E7240-Professional-Refurbished/dp/B07B2S88X5/ref=sr_1_101?keywords=dell+laptop&qid=1564683552&s=gateway&sr=8-101,"296
.",
Big Easy Savings v1.3,/Big-Easy-Savings-v1-3/dp/B01DEOIIX4/ref=sr_1_102?keywords=dell+laptop&qid=1564683552&s=gateway&sr=8-102,,
Dell Latitude E6320 Intel Core i5 2520m 2.5GHz 4GB DDR3 Ram 120GB Solid State Drive Windows 10 Professional (Renewed),/Dell-Latitude-Windows-Professional-Renewed/dp/B078N778H7/ref=sr_1_103?keywords=dell+laptop&qid=1564683552&s=gateway&sr=8-103,"184
.",
"Dell Latitude E6430 14.1-Inch Business Laptop PC, Intel Core i5 2.6GHz Processor, 8GB DDR3 RAM, 320GB HDD, DVD, Windows 10 Professional (Renewedd)",/Dell-Latitude-E6430-Professional-Refurbishedd/dp/B01LX4PE0S/ref=sr_1_104?keywords=dell+laptop&qid=1564683552&s=gateway&sr=8-104,"209
.",
"Dell Inspiron 15 Intel Core i3-7130U 8GB 1TB HDD 15.6"" HD LED Win 10 Laptop",/Dell-Inspiron-Intel-i3-7130U-Laptop/dp/B07BV79QTW/ref=sr_1_105?keywords=dell+laptop&qid=1564683552&s=gateway&sr=8-105,"379
.",
Laptop Facts,/VOXOGENIC-TECHNOLOGIES-PVT-LTD-Laptop/dp/B07KFZ8713/ref=sr_1_106?keywords=dell+laptop&qid=1564683552&s=gateway&sr=8-106,,
"Newest Dell Inspiron 11 3000 Flagship 2 in 1 11.6"" HD LED-Backlit Touchscreen Laptop, AMD A9-9420e up to 2.6GHz, 4GB DDR4, 500GB HDD, AMD Radeon R5, Webcam, WiFi, Bluetooth, HDMI, USB 3.1, Windows 10",/Dell-Inspiron-3000-LED-Backlit-Touchscreen/dp/B07RXWBMBL/ref=sr_1_109?keywords=dell+laptop&qid=1564683552&s=gateway&sr=8-109,"279
.",
Dell Latitude E6430 Laptop WEBCAM - HDMI - Intel Core i5 2.6ghz - 8GB DDR3 - 128GB SSD - DVD - Windows 10 Pro 64bit - (Renewed),/Dell-Latitude-E6430-Laptop-WEBCAM/dp/B01M293O5P/ref=sr_1_110?keywords=dell+laptop&qid=1564683552&s=gateway&sr=8-110,"225
.",4.0 out of 5 stars
"Dell 2019 Inspiron 14 i5481 14.0 Inch Touchscreen 2-in-1 Laptop (Intel Core i3-8145U 3.90 GHz, 8GB DDR4 RAM, 256GB SSD, Intel UHD, Bluetooth, Windows 10, Grey) (Renewed)",/Dell-Inspiron-Touchscreen-i3-8145U-Bluetooth/dp/B07T45G1MT/ref=sr_1_111?keywords=dell+laptop&qid=1564683552&s=gateway&sr=8-111,"479
.",
"Dell Inspiron 17 2-in-1 7786-17.3"" FHD Touch - i7-8565U - NVIDIA MX150-16GB - 1TB HDD",/Dell-Inspiron-7786-17-3-FHD-Touch/dp/B07MBSJ7PN/ref=sr_1_112?keywords=dell+laptop&qid=1564683552&s=gateway&sr=8-112,"865
.",
"Dell E5450 14"" HD Laptop, Core i3-5010U 2.1GHz, 8GB RAM, 500GB Hard Drive, Windows 10 Pro 64Bit (Certified Refurbished)",/Dell-i3-5010U-Windows-Certified-Refurbished/dp/B07RZ8M35N/ref=sr_1_113?keywords=dell+laptop&qid=1564683552&s=gateway&sr=8-113,"210
.",
"Dell Latitude 3580, 15.6"" HD Touchscreen (Intel Core i3-6006U, 4GB DDR4, 500GB HDD, Webcam, 802.11AC, Windows 10 Pro) (Renewed)",/Dell-Latitude-3580-Touchscreen-i3-6006U/dp/B07RM2L8FR/ref=sr_1_114?keywords=dell+laptop&qid=1564683552&s=gateway&sr=8-114,"289
.",
"Dell High Performance Business Laptop PC 15.6"" FHD LED-Backlit Display Intel i7-8550U Processor 16GB DDR4 RAM 1TB HDD+128GB SSD DVD-RW HDMI Webcam Bluetooth Windows 10",/Performance-Business-LED-Backlit-Processor-Bluetooth/dp/B07BKSCD4Q/ref=sr_1_115?keywords=dell+laptop&qid=1564683552&s=gateway&sr=8-115,"810
.",3.8 out of 5 stars
"Dell Inspiron 17"" Laptop,i3780-7349BLK-PUS,8th Gen Intel Core i7-8565U Proc (8MB Cache, up to 4.6 GHz),8GB, 1x8GB, DDR4, 2400MHz,2TB 5400 RPM 2.5"" SATA Hard Drive,W10 Home 64,UHD Graphics 620 Shared",/Dell-Inspiron-i3780-7349BLK-PUS-i7-8565U-Graphics/dp/B07QGBJX3S/ref=sr_1_116?keywords=dell+laptop&qid=1564683552&s=gateway&sr=8-116,"683
.",
"Inspiron Laptop, Dell 2019 Flagship 15.6"" Full HD Touchscreen Inspiron 15 5000, Intel Quad-Core i7-8550U, 16GB DDR4, 512GB PCIe SSD, 1TB HDD, 802.11ac Bluetooth 4.2 MaxxAudio Backlit Keyboard Win 10",/Dell-2019-Touchscreen-Quad-Core-Bluetooth-MaxxAudio-Backlit/dp/B07SQP6YPQ/ref=sr_1_115?keywords=dell+laptop&qid=1564683555&s=gateway&sr=8-115,"879
.",
"Dell Latitude E6430 14.1 Inch Business Laptop computer, Intel Dual Core i7-3520M 2.9Ghz Processor, 16GB RAM, 240GB SSD, DVD, Rj-45, HDMI, Windows 10 Professional (Renewed)",/Dell-E6430-Processor-Professional-Refurbished/dp/B06Y1FJNYP/ref=sr_1_116?keywords=dell+laptop&qid=1564683555&s=gateway&sr=8-116,,3.8 out of 5 stars
"Dell Inspiron 11 3000 2-in-1 Premium 2019 Laptop, 11.6"" HD Touchscreen, AMD A9-9420e, 8GB DDR4, 500GBHDD, AMD Radeon R5 HDMI Bluetooth 4.0 802.11bgn USB 3.1 HD Webcam MaxxAudio Win 10",/Dell-Inspiron-Touchscreen-A9-9420e-MaxxAudio/dp/B07KZ8CZCV/ref=sr_1_117?keywords=dell+laptop&qid=1564683555&s=gateway&sr=8-117,"349
.",
"2019 Dell Latitude E5440 14"" HD+ Business Laptop Computer, Intel Dual-Core i5-4310U up to 3.00 GHz, 4GB RAM, 320GB HDD, WiFi 802.11ac, Bluetooth, USB 3.0, HDMI, Windows 10 Professional (Renewed)",/Dell-E5440-Dual-Core-Bluetooth-Professional/dp/B07SJ4H7H1/ref=sr_1_118?keywords=dell+laptop&qid=1564683555&s=gateway&sr=8-118,"249
.",4.0 out of 5 stars
"Dell 2018 Inspiron 15 5000 Touchscreen 15.6 inch Full HD IPS Display Premium Backlit Keyboard Laptop PC, Intel Core i5-8250U Quad-Core, 8GB DDR4, 128GB SSD + 1TB HDD, Bluetooth 4.2, DVD, Windows 10",/Dell-Inspiron-Touchscreen-Quad-Core-Bluetooth/dp/B077SWPMST/ref=sr_1_119?keywords=dell+laptop&qid=1564683555&s=gateway&sr=8-119,"614
.",4.0 out of 5 stars
"Dell Latitude E7450 14in HD High Performance Ultra Book Business Laptop NoteBook (Intel Dual Core i5 5300U, 8GB Ram, 256GB Solid State SSD, Camera, HDMI, WIFI) Win 10 Pro (Renewed)",/Dell-Latitude-E7450-Performance-Refurbished/dp/B076DKFYF9/ref=sr_1_120?keywords=dell+laptop&qid=1564683555&s=gateway&sr=8-120,"268
.",
"Dell i5575-A217SLV-PUS Inspiron 15 5575 - LED-Backlit Display - AMD Ryzen 5 - Radeon Vega8 Graphics - 8GB Memory - 1TB Hard Drive, 15.6"", Platinum Silver",/Dell-i5575-A217SLV-PUS-Inspiron-5575-LED-Backlit/dp/B07BPPS7CK/ref=sr_1_121?keywords=dell+laptop&qid=1564683555&s=gateway&sr=8-121,"404
.",
"2019 Dell Latitude E7250 12.5"" Thin & Light Business Laptop Computer, Intel Core i7-5600U up to 3.2GHz, 8GB RAM, 256GB SSD, 802.11ac WiFi, Bluetooth, USB 3.0, HDMI, Windows 10 Professional (Renewed)",/Dell-Latitude-E7250-Bluetooth-Professional/dp/B07TQ6FLWW/ref=sr_1_122?keywords=dell+laptop&qid=1564683555&s=gateway&sr=8-122,"519
.",
"2019 Dell 15.6"" FHD IPS High Performance Gaming Laptop | Intel Quad-Core i5-8300H | 16GB DDR4 Memory | 512GB SSD +1TB HDD | GeForce GTX 1050 Ti 4GB | Backlit Keyboard | MaxxAudio Pro | Windows 10",/Dell-Performance-Quad-Core-i5-8300H-MaxxAudio/dp/B07NTPVXKV/ref=sr_1_125?keywords=dell+laptop&qid=1564683555&s=gateway&sr=8-125,"898
.",
"Dell XPS 13 - 13.3"" UHD InfinityEdge, 8th Gen Intel Core i7, 16GB RAM, 1TB SSD - Silver - 9370",/Dell-XPS-13-InfinityEdge-Silver/dp/B078MHSGZN/ref=sr_1_126?keywords=dell+laptop&qid=1564683555&s=gateway&sr=8-126,"1,535
.",3.8 out of 5 stars
"Acer Aspire E 15, 15.6"" Full HD, 8th Gen Intel Core i3-8130U, 6GB RAM Memory, 1TB HDD, 8X DVD, E5-576-392H",/Acer-Aspire-i3-8130U-Memory-E5-576-392H/dp/B079TGL2BZ/ref=sr_1_127?keywords=dell+laptop&qid=1564683555&s=gateway&sr=8-127,,
"2018 Dell Inspiron 13 5000 5379 2-IN-1 Laptop - 13.3in TouchScreen FHD (1920x1080), 8th Gen Intel Core i7-8550U, 256GB SSD, 8GB DDR4, Backlit, IR Webcam, Windows 10 (Renewed)",/2018-Dell-Inspiron-5000-Laptop/dp/B07C7NL2L9/ref=sr_1_128?keywords=dell+laptop&qid=1564683555&s=gateway&sr=8-128,"649
.",3.9 out of 5 stars
"Dell Inspiron 15.6-inch HD Touchscreen Laptop PC (2018 Model), Intel i5-7200U 2.5GHz, 8GB RAM, 2TB HDD, DVD +/- RW, Intel HD Graphics 620, MaxxAudio, Bluetooth, HDMI, WiFi, Windows 10",/Dell-15-6-inch-Touchscreen-MaxxAudio-Bluetooth/dp/B0778DVNHH/ref=sr_1_129?keywords=dell+laptop&qid=1564683555&s=gateway&sr=8-129,"508
.",
"2018 Premium Flagship Dell G7 15.6 Inch FHD IPS Gaming Laptop (Intel Core i7-8750H 2.2 GHz up to 4.1 GHz, 16GB DDR4 RAM, 256GB SSD + 1TB HDD, WiFi, 6GB Nvidia GeForce GTX 1060 Max-Q, Windows 10)",/Premium-Flagship-Dell-i7-8750H-GeForce/dp/B07FLPG56B/ref=sr_1_130?keywords=dell+laptop&qid=1564683555&s=gateway&sr=8-130,"1,189
.",
"Samsung Chromebook (Wi-Fi, 11.6-Inch) - Silver (Renewed)",/Samsung-Chromebook-Wi-Fi-11-6-Inch-Refurbished/dp/B00M9K7L8S/ref=sr_1_131?keywords=dell+laptop&qid=1564683555&s=gateway&sr=8-131,"91
.",
"Latest_Dell Inspiron 14.0-inch HD LED-Backlit High Performance Laptop, Intel Celeron Processor, 4GB DDR4 RAM, 32GB eMMC SSD, Wireless+Bluetooth, HDMI, Windows 10",/Latest_Dell-14-0-inch-LED-Backlit-Performance-Processor/dp/B07RMLG29D/ref=sr_1_132?keywords=dell+laptop&qid=1564683555&s=gateway&sr=8-132,"209
.",
"Dell Inspiron 5570 Notebook, 15.6"" HD Display, Intel Dual-Core i7-7500U Upto 3.5GHz, 8GB RAM, 256GB SSD, HDMI, Windows 10 Pro, Customized to Meet Upgraded Specs",/Dell-Inspiron-Notebook-Dual-Core-Customized/dp/B07NHRXMH6/ref=sr_1_131?keywords=dell+laptop&qid=1564683560&s=gateway&sr=8-131,"649
.",
New Genuine Inspiron 11 13 14 15 Laptop Charger 45W(watt) Slim AC Power Adapter(LA45NM140/0KXTTW/0285K) for Dell Inspiron 3000 5000 7000 Series Charger,/Genuine-Inspiron-Charger-LA45NM140-Dell/dp/B07RLR5PVJ/ref=sr_1_132?keywords=dell+laptop&qid=1564683560&s=gateway&sr=8-132,"25
.",
"GARUNK Laptop Cooler Cooling Pad for 13.3-17.3 inch Laptop / PS4 with 4 Quite 125mm Fans at 1500 PRM and Colorful LED, Dual USB 2.0 Ports and Adjustable Mount Stand, Black",/GARUNK-Cooling-13-3-17-3-Colorful-Adjustable/dp/B07JFPDS6T/ref=sr_1_133?keywords=dell+laptop&qid=1564683560&s=gateway&sr=8-133,"23
.",
"2019 Premium Flagship Dell Inspiron 15 3000 15.6 Inch HD Laptop (Intel Core i5-7200U up to 3.1GHz, 8GB DDR4 RAM, 1TB HDD, WiFi, Bluetooth, Windows 10)",/Flagship-Dell-Inspiron-i5-7200U-Bluetooth/dp/B07TKWSR3W/ref=sr_1_134?keywords=dell+laptop&qid=1564683560&s=gateway&sr=8-134,"559
.",
"Dell XPS9570-5632SLV-PUS 15.6"" Traditional Laptop (Silver) 8th Gen i5-8300H Processor-Win 10 Home-8GB Memory-256GB SSD HD-Backlit Keyboard-6 Cell Battery; NVIDIA GeForce GTX 1050 with 4GB GDDR5",/Dell-XPS9570-5632SLV-PUS-Traditional-Processor-Win-Memory-256GB/dp/B07MH94QFB/ref=sr_1_135?keywords=dell+laptop&qid=1564683560&s=gateway&sr=8-135,"1,200
.",4.0 out of 5 stars
